id,pred
565,0.09269756153200917
160,0.06794039592822515
553,0.08687640377545913
860,0.03212348414448233
241,0.7355612845852721
559,0.43065479816147456
387,0.8314114284352531
536,0.42143230089213723
698,0.42845939553940027
99,0.20990676645495812
126,0.39941255283967214
333,0.1283070996200635
216,0.6772677418012725
817,0.16487758269956748
27,0.3747021418284614
703,0.13935716925037483
485,0.22140569646079822
511,0.07131641273523931
433,0.10082255500501082
576,0.8241821545887742
87,0.07131641273523931
580,0.8020619488134216
157,0.1307849790668059
279,0.633420485183721
422,0.07807721447485844
369,0.9682110655187103
776,0.39133239127786185
712,0.2976955886255446
455,0.1558257093886347
495,0.20271618426179708
758,0.054223418146804064
730,0.9580177163744523
65,0.35323478738481984
75,0.15369745332748763
489,0.4697342076514178
869,0.5463777818481413
165,0.39986235444536256
71,0.18658443020577725
428,0.39941255283967214
417,0.8770267847349852
745,0.1740814580729837
297,0.9585133724153305
463,0.09500823900254535
84,0.8777254871503204
211,0.8339557520324132
115,0.04504084197082
868,0.37637415048504275
40,0.36860627355431774
644,0.7877036442263556
322,0.8397567265057237
759,0.9495517001130203
564,0.4231895426787938
502,0.7772688140573971
17,0.08671074005775428
679,0.5011943105577287
401,0.08914193724115735
639,0.06238775714622235
701,0.7551540383239879
106,0.7558408389224649
447,0.4439949038022214
578,0.47279202769075107
472,0.8363573317604598
764,0.16415025621096377
397,0.15606484598747483
690,0.4061682403300731
38,0.35638447801805784
375,0.9767196075677982
752,0.19466300975196854
625,0.39676293537325147
864,0.08659917177550155
275,0.9590198735471929
773,0.09231453380299837
593,0.6203382936930799
504,0.9588641982825292
239,0.12817019105094984
153,0.05170515376716925
614,0.05884300939239508
442,0.3790835439817847
180,0.09756718732958022
634,0.2369883379575838
386,0.30279664516151744
244,0.051575032271160226
749,0.08481420796427516
162,0.046630560643317394
501,0.812240455697742
92,0.5108295081518086
714,0.09228442070791118
431,0.5469851847469875
452,0.3926635018202015
853,0.9715284514427738
55,0.2686169111969809
351,0.27854534879453374
570,0.057404665659271555
29,0.051310277595739286
62,0.39125930967752864
596,0.8667847826870843
458,0.6802684044615601
459,0.39941255283967214
4,0.05884300939239508
271,0.04297899557590094
252,0.2720339624768388
341,0.8872187708487196
82,0.6669452764965077
9,0.8964395388263426
810,0.03788521432701643
23,0.20324102816427186
841,0.1089863677742144
410,0.051310277595739286
566,0.06466800716258696
245,0.5155132070704089
560,0.39941255283967214
324,0.0016066817231730364
146,0.07829695566065599
659,0.4349670783049226
571,0.9189904374343729
196,0.39941255283967214
16,0.22851760471914434
138,0.08146663523018276
743,0.14987731444300215
555,0.2720339624768388
105,0.04681837545737488
726,0.7736615307726846
603,0.12039459034375742
541,0.21061993621520403
775,0.14955753959830348
824,0.25786534197341004
336,0.3336200315423873
799,0.5464720325286578
676,0.06977682054586314
607,0.6395136529069412
826,0.19329185309101546
756,0.08098101269713759
186,0.7355612845852721
411,0.14112058907887828
549,0.6950829119217288
441,0.05081170654240554
435,0.9460697266651557
790,0.39941255283967214
198,0.6705234692456233
444,0.07131889968839084
671,0.36051350812954197
296,0.08597606287920537
802,0.845375252187698
137,0.3834012686900967
532,0.1895937550201156
587,0.27792940242652986
878,0.051310277595739286
728,0.13342135962515256
389,0.8804976308681893
427,0.8922800404553465
804,0.0574300282122176
731,0.6342509601256211
88,0.8880439509222653
39,0.6428576776291925
492,0.41776524486660904
823,0.5922958102798244
886,0.0840530467658118
353,0.15451240831257027
685,0.1838156283940674
11,0.8338544898909741
484,0.43873461915394985
366,0.9610791523577937
300,0.6705234692456233
879,0.9375012548176761
530,0.8444244369542071
293,0.36172034151855176
814,0.1405862455805134
515,0.46750297747653735
199,0.8706535061436044
142,0.3753158466608262
349,0.05110774024431914
354,0.09231453380299837
295,0.35464463212736497
143,0.10237456748735509
880,0.8049819871638544
91,0.04073888690049146
883,0.08753702974153753
473,0.8958939937488171
637,0.2420375475476684
